TransactionID,SaleDate,CustomerID,ProductID,StoreID,CampaignID,SaleAmount($),SalesCampaignType,TransactionTimeMinutes
219,4/19/2025,1160,2071,404,,1304.47,Clearance,8
220,10/31/2024,1178,2019,403,3,1514.05,Customer Appreciation,20
221,4/11/2025,1032,2071,404,1,547.24,Rollback,18
222,10/11/2024,1032,2011,402,,1229.69,Clearance,4
223,6/17/2024,1071,2042,403,0,420.55,Clearance,11
224,2/25/2025,1193,2031,402,1,1562.25,Rollback,30
225,10/30/2024,1091,2040,404,3,54.83,Customer Appreciation,3
226,8/23/2024,1011,2028,402,,1188.86,Clearance,11
227,2/15/2025,1050,2046,402,2,125.02,Manager's Special,15
228,5/20/2025,1125,2093,403,3,1784.26,Customer Appreciation,28
229,5/29/2025,1134,2019,401,3,3338.16,Customer Appreciation,6
230,6/29/2024,1071,2047,401,3,80.68,Customer Appreciation,26
231,12/11/2024,1004,2035,403,,3533.15,Clearance,16
232,3/22/2025,1027,2067,402,2,571.28,Manager's Special,16
233,11/4/2024,1103,2031,402,0,1723.53,Clearance,24
234,3/5/2025,1005,2060,401,1,1698.39,Rollback,15
235,1/11/2025,1024,2005,402,3,1852.11,Customer Appreciation,18
236,1/31/2025,1139,2004,402,2,453.96,Manager's Special,26
237,7/31/2024,1101,2038,402,3,1104.1,Customer Appreciation,28
238,11/1/2024,1176,2064,403,,1685.42,Clearance,8
239,10/15/2024,1152,2099,403,,1985.54,Clearance,12
240,11/30/2024,1096,2087,404,2,1440.56,Manager's Special,16
241,7/5/2024,1116,2040,403,0,72.26,Clearance,2
242,3/5/2025,1066,2091,404,0,918.79,Clearance,26
243,12/26/2024,1098,2079,404,1,1263.12,Rollback,23
244,10/30/2024,1020,2023,401,2,2679.04,Manager's Special,5
245,7/3/2024,1063,2063,402,1,1900.21,Rollback,11
246,10/12/2024,1084,2055,402,1,396.39,Rollback,9
247,11/4/2024,1188,2062,402,2,816.22,Manager's Special,9
248,7/19/2024,1151,2023,401,3,1443.42,Customer Appreciation,8
249,3/19/2025,1017,2052,404,2,1334.39,Manager's Special,14
250,2/14/2025,1018,2076,404,3,1591.91,Customer Appreciation,6
251,10/22/2024,1137,2010,401,2,1244.72,Manager's Special,2
252,12/18/2024,1165,2096,403,3,242.28,Customer Appreciation,28
253,8/31/2024,1142,2073,402,3,1375.13,Customer Appreciation,30
254,2/1/2025,1034,2037,404,0,1884.32,Clearance,21
255,7/29/2024,1116,2066,404,0,1408.69,Clearance,2
256,10/7/2024,1181,2054,401,1,3832.2,Rollback,27
257,12/6/2024,1084,2059,402,1,1331.75,Rollback,12
258,11/3/2024,1050,2054,404,,1752.55,Clearance,11
259,2/8/2025,1147,2097,402,1,1680.59,Rollback,23
260,4/12/2025,1163,2046,404,2,74.1,Manager's Special,12
261,8/10/2024,1076,2075,401,2,645.49,Manager's Special,7
262,8/16/2024,1130,2076,402,3,1289.23,Customer Appreciation,19
263,2/3/2025,1044,2062,403,2,1257.85,Manager's Special,19
264,4/14/2025,1124,2079,404,3,4279.51,Customer Appreciation,5
265,11/30/2024,1034,2028,403,,612.91,Clearance,28
266,3/13/2025,1197,2070,401,2,125.26,Manager's Special,18
267,10/25/2024,1010,2056,402,0,1324.66,Clearance,3
268,9/10/2024,1008,2044,401,0,512.04,Clearance,27
269,3/24/2025,1089,2078,404,1,1636.38,Rollback,19
270,3/22/2025,1136,2097,402,2,1703.04,Manager's Special,7
271,4/11/2025,1173,2017,404,2,297.43,Manager's Special,22
272,4/14/2025,1089,2097,404,2,2188.28,Manager's Special,11
273,7/3/2024,1196,2097,403,2,2696.2,Manager's Special,19
274,12/21/2024,1187,2091,403,3,2433.39,Customer Appreciation,27
275,8/27/2024,1072,2070,402,3,135.18,Customer Appreciation,12
276,3/6/2025,1032,2023,404,3,3598.66,Customer Appreciation,3
277,7/26/2024,1040,2035,401,2,3490.29,Manager's Special,12
278,1/13/2025,1020,2096,402,0,52.12,Clearance,29
279,11/27/2024,1071,2056,401,,285.16,Clearance,17
280,4/12/2025,1122,2079,401,0,2154.03,Clearance,22
281,9/30/2024,1192,2082,402,,1240.12,Clearance,8
282,8/8/2024,1054,2019,404,3,890.1,Customer Appreciation,10
283,7/13/2024,1150,2044,404,1,1307.01,Rollback,12
284,9/10/2024,1184,2099,401,2,1233.51,Manager's Special,7
285,8/17/2024,1165,2035,404,1,3172.68,Rollback,2
286,12/9/2024,1092,2016,404,3,1381.74,Customer Appreciation,13
287,3/6/2025,1197,2039,401,,4651.61,Clearance,16
288,5/14/2025,1073,2064,404,3,1096.3,Customer Appreciation,13
289,12/30/2024,1079,2035,402,3,3934.51,Customer Appreciation,4
290,1/14/2025,1079,2093,402,,897.24,Clearance,20
291,11/20/2024,1079,2084,402,1,369.47,Rollback,6
292,5/16/2025,1184,2054,402,2,1031.26,Manager's Special,3
293,4/26/2025,1109,2019,403,0,2798.52,Clearance,8
294,6/24/2024,1042,2032,401,0,1042.21,Clearance,9
295,6/20/2024,1062,2054,404,1,4358.68,Rollback,13
296,12/15/2024,1189,2028,403,2,201.88,Manager's Special,27
297,10/26/2024,1013,2097,401,0,4397.15,Clearance,12
298,3/10/2025,1022,2001,403,2,523.04,Manager's Special,30
299,10/25/2024,1197,2093,402,3,1106.01,Customer Appreciation,18
300,1/8/2025,1002,2000,404,2,1083.14,Manager's Special,22
301,9/6/2024,1015,2018,403,1,1063.53,Rollback,14
302,2/7/2025,1191,2019,402,3,3055.19,Customer Appreciation,3
303,11/15/2024,1060,2054,404,2,1723.8,Manager's Special,8
304,7/2/2024,1066,2023,404,3,2112.29,Customer Appreciation,21
305,3/8/2025,1118,2019,401,2,3635.95,Manager's Special,23
306,6/18/2024,1083,2035,403,0,1670.75,Clearance,5
307,5/29/2025,1005,2071,402,0,322.6,Clearance,13
308,6/6/2024,1056,2079,403,0,1664.69,Clearance,7
309,3/25/2025,1066,2091,402,2,4740.26,Manager's Special,21
310,6/22/2024,1110,2050,404,,386.97,Clearance,2
311,8/28/2024,1020,2019,401,1,2745.01,Rollback,27
312,4/20/2025,1022,2023,404,1,4109.76,Rollback,14
313,3/18/2025,1182,2069,404,2,400.64,Manager's Special,30
314,10/7/2024,1020,2091,403,1,950.6,Rollback,21
315,1/17/2025,1188,2035,404,1,3166.34,Rollback,7
316,3/22/2025,1151,2054,402,1,4146.81,Rollback,15
317,5/22/2025,1044,2011,401,1,982.08,Rollback,27
318,10/12/2024,1033,2029,403,,108.66,Clearance,19
319,7/29/2024,1089,2047,404,2,316.08,Manager's Special,13
320,8/5/2024,1163,2083,403,2,1198.45,Manager's Special,26
321,8/12/2024,1176,2023,401,3,3968.74,Customer Appreciation,13
322,12/19/2024,1089,2078,402,0,324.25,Clearance,28
323,2/27/2025,1089,2019,403,2,3619.29,Manager's Special,7
324,10/19/2024,1184,2079,404,1,2718.87,Rollback,29
325,10/29/2024,1025,2073,402,0,115.15,Clearance,12
326,6/8/2024,1026,2023,404,0,4541.56,Clearance,19
327,7/10/2024,1157,2090,401,1,896.69,Rollback,22
328,6/23/2024,1048,2070,403,2,16.95,Manager's Special,8
329,12/20/2024,1039,2013,404,3,615.81,Customer Appreciation,8
330,8/10/2024,1020,2014,403,3,1339.03,Customer Appreciation,3
331,7/9/2024,1047,2048,403,0,956.86,Clearance,18
332,9/1/2024,1015,2019,401,3,3153.77,Customer Appreciation,12
333,12/15/2024,1133,2068,404,1,203.96,Rollback,5
334,4/27/2025,1128,2066,402,3,1969.52,Customer Appreciation,20
335,5/23/2025,1032,2019,404,1,1660.49,Rollback,12
336,5/1/2025,1017,2097,404,2,4627.23,Manager's Special,27
337,6/6/2024,1150,2053,401,1,1186.22,Rollback,3
338,5/20/2025,1066,2012,403,2,565.07,Manager's Special,29
339,1/17/2025,1121,2041,404,3,4503.08,Customer Appreciation,12
340,10/12/2024,1032,2047,401,2,1693.55,Manager's Special,21
341,4/11/2025,1058,2091,403,3,901.79,Customer Appreciation,15
342,11/16/2024,1104,2097,403,1,3693.06,Rollback,11
343,11/6/2024,1134,2003,402,1,536.51,Rollback,23
344,11/21/2024,1180,2054,404,0,1588.72,Clearance,24
345,11/30/2024,1121,2044,403,2,1393.26,Manager's Special,9
346,9/24/2024,1041,2099,402,1,574.71,Rollback,29
347,11/8/2024,1034,2016,402,0,1236.27,Clearance,29
348,5/12/2025,1181,2054,404,3,2600.14,Customer Appreciation,10
349,1/27/2025,1101,2000,403,2,260.8,Manager's Special,12
350,6/28/2024,1163,2040,403,2,82.42,Manager's Special,25
351,9/7/2024,1005,2087,402,3,555.88,Customer Appreciation,2
352,11/9/2024,1009,2073,402,1,1294.71,Rollback,17
353,11/26/2024,1091,2021,402,3,554.37,Customer Appreciation,19
354,3/23/2025,1046,2042,401,1,648.82,Rollback,13
355,3/15/2025,1066,2059,401,0,429.36,Clearance,25
356,7/20/2024,1135,2013,402,1,4942.36,Rollback,6
357,4/24/2025,1036,2029,401,1,18.12,Rollback,4
358,11/20/2024,1116,2020,404,0,895.74,Clearance,25
359,11/13/2024,1122,2004,402,0,1525.85,Clearance,21
360,12/10/2024,1034,2031,402,2,250.28,Manager's Special,10
361,12/4/2024,1016,2038,403,2,1389.22,Manager's Special,29
362,7/26/2024,1125,2024,402,3,487.43,Customer Appreciation,15
363,5/27/2025,1034,2021,401,0,1298.63,Clearance,7
364,3/8/2025,1152,2084,401,0,275.79,Clearance,20
365,11/17/2024,1020,2019,402,0,3477.49,Clearance,18
366,1/20/2025,1155,2053,401,0,1580.28,Clearance,26
367,12/2/2024,1199,2097,402,3,677.33,Customer Appreciation,27
368,12/2/2024,1032,2009,401,0,103.66,Clearance,26
369,8/2/2024,1066,2012,403,3,627.24,Customer Appreciation,28
370,11/23/2024,1116,2037,403,2,276.01,Manager's Special,19
371,4/9/2025,1002,2084,402,3,573.2,Customer Appreciation,3
372,2/21/2025,1087,2079,404,2,3604.56,Manager's Special,18
373,11/27/2024,1042,2013,402,3,3552.77,Customer Appreciation,16
374,8/15/2024,1091,2087,402,3,852,Customer Appreciation,27
375,6/20/2024,1080,2097,402,2,3597.09,Manager's Special,10
376,12/31/2024,1186,2054,404,0,4704.67,Clearance,6
377,12/4/2024,1126,2009,404,2,17.05,Manager's Special,26
378,8/31/2024,1103,2010,404,3,1021.99,Customer Appreciation,12
379,10/5/2024,1190,2013,404,0,4063.02,Clearance,9
380,5/19/2025,1130,2083,404,2,1642.35,Manager's Special,28
381,4/5/2025,1196,2060,403,0,1334.87,Clearance,17
382,6/1/2024,1162,2037,403,0,1010.22,Clearance,6
383,3/28/2025,1104,2039,402,3,4210.49,Customer Appreciation,30
384,8/18/2024,1193,2081,401,3,1199.17,Customer Appreciation,16
385,12/4/2024,1001,2006,404,3,1573.11,Customer Appreciation,2
386,5/1/2025,1044,2016,401,2,800.09,Manager's Special,12
387,5/24/2025,1195,2079,403,3,1121.81,Customer Appreciation,10
388,12/27/2024,1131,2097,403,1,3308.75,Rollback,14
389,9/27/2024,1172,2023,403,2,3122.63,Manager's Special,21
390,5/12/2025,1172,2068,403,3,1069.32,Customer Appreciation,15
391,6/11/2024,1034,2023,403,1,3607.68,Rollback,14
392,9/28/2024,1008,2057,401,1,1144.48,Rollback,16
393,9/6/2024,1178,2013,404,2,742.11,Manager's Special,18
394,2/26/2025,1032,2081,403,1,1930.37,Rollback,17
395,9/28/2024,1066,2023,401,3,1689.08,Customer Appreciation,15
396,8/6/2024,1001,2029,401,2,118.31,Manager's Special,18
397,1/3/2025,1077,2073,403,,1074.52,Clearance,10
398,5/17/2025,1129,2097,404,1,3485.01,Rollback,22
399,10/12/2024,1192,2060,401,2,1813.77,Manager's Special,13
400,12/29/2024,1010,2041,404,0,2931.07,Clearance,6
401,9/23/2024,1197,2065,404,2,425.4,Manager's Special,21
402,12/6/2024,1042,2098,401,1,1558.49,Rollback,20
403,4/13/2025,1026,2079,401,1,3725.91,Rollback,20
404,6/16/2024,1116,2071,401,1,844.88,Rollback,5
405,11/19/2024,1080,2019,401,0,3135.24,Clearance,17
406,2/7/2025,1066,2041,401,3,4199.55,Customer Appreciation,24
407,6/14/2024,1071,2079,403,1,4491.4,Rollback,18
408,5/20/2025,1165,2001,402,0,818.46,Clearance,20
409,12/14/2024,1071,2092,403,1,480.54,Rollback,28
410,4/3/2025,1116,2072,401,3,192.63,Customer Appreciation,19
411,1/24/2025,1050,2062,403,1,1258.06,Rollback,19
412,4/26/2025,1115,2040,402,2,144.21,Manager's Special,22
413,8/9/2024,1056,2082,404,2,1479.3,Manager's Special,6
414,4/18/2025,1091,2062,401,0,1724.49,Clearance,19
415,7/28/2024,1067,2080,401,0,1281.67,Clearance,6
416,3/25/2025,1196,2004,403,3,339.83,Customer Appreciation,24
417,11/2/2024,1150,2037,402,0,1029.23,Clearance,14
418,1/20/2025,1157,2096,402,1,1153.33,Rollback,5
419,4/17/2025,1032,2005,402,1,770.4,Rollback,19
420,6/19/2024,1089,2058,401,,251.29,Clearance,26
421,5/21/2025,1070,2033,402,3,1324.01,Customer Appreciation,2
422,4/3/2025,1096,2028,404,2,990.11,Manager's Special,15
423,12/27/2024,1035,2029,401,2,36.17,Manager's Special,21
424,10/24/2024,1030,2053,403,3,984.09,Customer Appreciation,17
425,12/24/2024,1105,2013,402,1,2806.89,Rollback,19
426,4/23/2025,1116,2023,404,0,3775.88,Clearance,19
427,3/28/2025,1055,2060,404,3,1599.5,Customer Appreciation,27
428,3/28/2025,1020,2054,404,0,2234.58,Clearance,3
429,7/16/2024,1005,2077,401,0,1086.29,Clearance,2
430,3/1/2025,1116,2069,401,3,772.24,Customer Appreciation,19
431,6/19/2024,1058,2061,404,0,546.31,Clearance,7
432,3/7/2025,1021,2097,404,0,4052.4,Clearance,8
